VariableName,type,effectType,attrTarget,desc,desc_my,desc_th,desc_in,desc_en,desc_ph,attrType1,seqCost,attrNum2,skillID,levelMax,name,name_my,name_th,name_in,name_en,name_ph,preID,seqCod1,icon,pos,position,seqCod2,seqID,attrType2,attrNum1
Defaults,1,1,<>,,,,,,,0,{},<>,0,10,,,,,,,<>,<>,,{y=0;x=0},0,<1;1>,1,0,<>
ID,type,effectType,attrTarget,desc,desc_my,desc_th,desc_in,desc_en,desc_ph,attrType1,seqCost,attrNum2,skillID,levelMax,name,name,name,name,name,name,preID,seqCod1,icon,pos,position,seqCod2,seqID,attrType2,attrNum1
1101,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,8,{92=1;gold=1080000},,,5,Tấn công đặc biệt,Serangan Khas,การโจมตีพิเศษ,Serangan Khusus,Special Attack,Espesyal na Atake,,,config/explorer/ability/logo_tg.png,{y=870;x=760},1,,8,,<1%;2%;3%;4%;5%>
1102,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,7,{92=1;gold=1080000},,,5,Vật tấn công,Serangan Fizikal,การโจมตีทางกายภาพ,Serangan Fisik,Physical Attack,Pisikal na Atake,<1>,,config/explorer/ability/logo_wg.png,{y=1010;x=680},2,,8,,<1%;2%;3%;4%;5%>
1103,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,13,{92=1;gold=1080000},,,5,Tốc độ,Kelajuan,ความเร็ว,Kecepatan,Speed,Bilis,<2>,,config/explorer/ability/logo_sd.png,{y=940;x=405},3,,8,,<1%;2%;3%;4%;5%>
1104,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,14,{92=1;gold=1080000},,,5,Bạo lực,Keganasan,ความรุนแรง,Kekerasan,Violence,Karahasan,<3>,,config/explorer/ability/logo_bjl.png,{y=740;x=440},4,,8,,<100;200;300;400;500>
1105,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,15,{92=1;gold=1080000},,,5,Nổ tung,Letupan,การระเบิด,Ledakan,Explosion,Pagsabog,<4>,,config/explorer/ability/logo_bjsh.png,{y=830;x=190},5,,8,,<100;200;300;400;500>
1106,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,26,{92=1;gold=1080000},,,5,hút máu,Serapan Nyawa,ดูดเลือด,Sedot Darah,Lifesteal,Pagsipsip ng Dugo,<5>,,config/explorer/ability/logo_xx.png,{y=634;x=253},6,,8,,<100;200;300;400;500>
1107,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,28,{92=1;gold=1080000},,,5,Tỷ lệ điều trị,Kadar Penyembuhan,อัตราการรักษา,Tingkat Penyembuhan,Healing Rate,Porsyento ng Pagpapagaling,<6>,,config/explorer/ability/logo_zll.png,{y=510;x=490},7,,8,,<100;200;300;400;500>
1108,,,,%s tăng%s,%s meningkat%s,%s เพิ่มขึ้น%s,%s naik%s,%s increase%s,%s tumaas%s,90,{92=1;gold=1080000},,,5,Tỷ lệ kiểm soát,Kadar Kawalan,อัตราการควบคุม,Tingkat Kontrol,Control Rate,Porsyento ng Kontrol,<7>,,config/explorer/ability/logo_kzl.png,{y=360;x=360},8,,8,,<100;200;300;400;500>
