VariableName,_beizu,_id,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,confuseIt
Defaults,,,,1,1,,,{},,99,,<>,<>,<1>,<>,<>,,,
VariableName,_beizu,_id,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,confuseIt
111,,,,,,,,,,,,,,,,,111,,
112,,,,0,14,,,,,,,<1225>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
121,,,,,,,,,,,,,,,,,121,,
122,,,,,,,,,,,,<1311>,<1>,<self:flagZ2() and 1 or 0.6>,,<0>,,,
123,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,131,,
132,,,,,,,,,,,,,,,,,132,,
133,,,,0,11,,,,,,,<1313;1316>,<3;1>,"<1;moreEqualThan(self:star(),11) and 1 or 0>",,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));(self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0)))*(self:flagZ3() and 2 or 1)>",,,
134,,,,0,11,,,,,,,,,,,,,,
161,,,,,,selfForce | nodead,random(1),,,,,<1313>,<3>,,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,,
162,,,,0,14,,,,,,,<1313>,<3>,<self:flagZ4() and 0.3 or 0>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,,
211,,,,,,,,,,,,,,,,,211,,
212,,,,0,14,,,,,,,<1225>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
221,,,,,,,,,,,,,,,,,221,,
222,,,,,,,,,,,,<1311>,<1>,<self:flagZ2() and 1 or 0.6>,,<0>,,,
223,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,,231,,
232,,,,,,,,,,,,,,,,,232,,
233,,,,0,11,,,,,,,<1313;1316>,<3;1>,"<1;moreEqualThan(self:star(),11) and 1 or 0>",,<self:specialDamage()*(0.4+(skillLv(46) or 0)*0.002-0.002);(self:specialDamage()*(0.4+(skillLv(46) or 0)*0.002-0.002))*(self:flagZ3() and 2 or 1)>,,,
234,,,,0,11,,,,,,,,,,,,,,
261,,,,,,selfForce | nodead,random(1),,,,,<1313>,<3>,,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,,
262,,,,0,14,,,,,,,<1313>,<3>,<self:flagZ4() and 0.3 or 0>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,,
311,,,,,,,,,,,,,,,,,311,,
312,,,,0,14,,,,,,,<1225>,<2>,<self:flagZ1() and 1 or 0>,,<500>,,,
321,,,,,,,,,,,,,,,,,321,,
322,,,,,,,,,,,,<1311>,<1>,<self:flagZ2() and 1 or 0.6>,,<0>,,,
323,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,331,,
332,,,,,,,,,,,,,,,,,332,,
333,,,,0,11,,,,,,,<1313;1316>,<3;1>,"<1;moreEqualThan(self:star(),11) and 1 or 0>",,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));(self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0)))*(self:flagZ3() and 2 or 1)>",,,
334,,,,0,11,,,,,,,,,,,,,,
361,,,,,,selfForce | nodead,random(1),,,,,<1313>,<3>,,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,,
362,,,,0,14,,,,,,,<1313>,<3>,<self:flagZ4() and 0.3 or 0>,,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,,
411,,,,,,,,,,,,,,,,,411,,
412,,,,,,selfForce,hpRatioMin,,,,,<1313>,<3>,,,"<self:specialDamage()*(0.3+(skillLv(46) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0))>",,,
421,,,,,,,,,,,,,,,,,421,,
422,,,,,,,,,,,,<1322>,<3>,,,"<min(target:hp()*0.05,self:specialDamage()*3)>",,,
423,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,431,,
432,,,,,,,,,,,,,,,,,432,,
433,,,,0,11,,,,,,,<1313;1316;1324>,<3;1;1>,"<1;1;moreE(self:star(),11) and 1 or 0>",,"<self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));self:specialDamage()*(0.3+(skillLv(16,26,36) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));0>",,,
434,,,,0,11,,,,,,,,,,,,,,
441,,,,0,14,,,,,,,<1326>,<99>,,,<0>,,,
461,,,,,,selfForce,hpRatioMin,,,,,<1313;1315;1325>,<3;1;99>,"<target:hasBuff(1313) and 1 or 1;target:hasBuff(1313) and 0 or 0;moreE(self:star(),8) and 1 or 0>",,"<self:specialDamage()*(0.3+(skillLv(46) or 0)*0.002-0.002+0.1*(moreEqualThan(self:star(),8) and 1 or 0));0;2000>",,,
1111,,,,,,,,,,,,,,,,,1111,,
1112,,,,0,14,,,,,,,<11226>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
1121,,,,,,,,,,,,<11228>,<2>,<self:flagZ2() and 0.5 or 0>,,<self:specialDamage()*0.3>,1121,,
1122,,,,0,14,,,,,,,,,,,,,,
1123,,,,0,14,,,,,,,<11226;11227>,<2;2>,<1;1>,,<self:specialDamage()*0.1;self:speed()*0.1>,,,
1131,,,,,4,,,,,,,,,,,,1131,,
1132,,,,,4,,,,,,,,,,,,1132,,
1133,,,,,4,,,,,,,<11228;11228>,<2;2>,"<1;(moreEqualThan(self:star(),11) and 1 or 0)*(self:flagZ3() and 0 or 1)>",,<self:specialDamage()*0.3;self:specialDamage()*0.3>,,,
1134,,,,,11,,,,,,,<11228>,<2>,<self:flagZ3() and 1 or 0>,,<self:specialDamage()*0.3>,,,
1161,,,,0,14,,,,,,,<11225>,<99>,,,<0>,,,
1211,,,,,,,,,,,,,,,,,1211,,
1212,,,,0,14,,,,,,,<11226>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
1221,,,,,,,,,,,,<11228>,<2>,<self:flagZ2() and 0.5 or 0>,,<self:specialDamage()*0.3>,1221,,
1222,,,,0,14,,,,,,,,,,,,,,
1223,,,,0,14,,,,,,,<11226;11227>,<2;2>,<1;1>,,<self:specialDamage()*0.1;self:speed()*0.1>,,,
1231,,,,,4,,,,,,,,,,,,1231,,
1232,,,,,4,,,,,,,,,,,,1232,,
1233,,,,,4,,,,,,,<11228;11228>,<2;2>,"<1;(moreEqualThan(self:star(),11) and 1 or 0)*(self:flagZ3() and 0 or 1)>",,<self:specialDamage()*0.3;self:specialDamage()*0.3>,,,
1234,,,,,11,,,,,,,<11228>,<2>,<self:flagZ3() and 1 or 0>,,<self:specialDamage()*0.3>,,,
1261,,,,0,14,,,,,,,<11225>,<99>,,,<0>,,,
1311,,,,,,,,,,,,,,,,,1311,,
1312,,,,0,14,,,,,,,<11226>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
1321,,,,,,,,,,,,<11228>,<2>,<self:flagZ2() and 0.5 or 0>,,<self:specialDamage()*0.3>,1321,,
1322,,,,,,,,,,,,,,,,,,,
1323,,,,0,14,,,,,,,<11226;11227>,<2;2>,<1;1>,,<self:specialDamage()*0.1;self:speed()*0.1>,,,
1324,,,,,4,,,,,,,,,,,,,,
1331,,,,,4,,,,,,,,,,,,1331,,
1332,,,,,4,,,,,,,<11228;11228>,<2;2>,"<1;(moreEqualThan(self:star(),11) and 1 or 0)*(self:flagZ3() and 0 or 1)>",,<self:specialDamage()*0.3;self:specialDamage()*0.3>,,,
